,month,year,naics_Code,kind_of_business,industry,sales
382,7,2022,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,9190.0
383,7,2022,45111.0,Sporting goods stores,Sports & Recreation,5944.0
384,7,2022,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1845.0
385,7,2022,451211.0,Book stores,Sports & Recreation,646.0
386,7,2022,452.0,General merchandise stores,General Merchandise,69456.0
387,7,2022,4521.0,Department stores,General Merchandise,10799.0
388,7,2022,452111.0,Department stores(excl. discount department stores),General Merchandise,2397.0
389,7,2022,452112.0,Discount dept. stores,General Merchandise,8402.0
390,7,2022,4529.0,Other general merchandise stores,General Merchandise,58657.0
391,7,2022,45291.0,Warehouse clubs and superstores,Food & Beverage,50363.0
392,7,2022,45299.0,All other gen. merchandise stores,General Merchandise,8294.0
393,7,2022,453.0,Miscellaneous store retailers,Miscellaneous,16200.0
394,7,2022,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2845.0
395,7,2022,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,875.0
396,7,2022,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1970.0
397,7,2022,45330.0,Used merchandise stores,Miscellaneous,2282.0
398,7,2022,454.0,Nonstore retailers,Miscellaneous,102719.0
399,7,2022,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,93574.0
400,7,2022,45431.0,Fuel dealers,Fuel & Gasoline,2553.0
401,7,2022,722.0,Food services and drinking places,Restaurants & Bars,89304.0
402,7,2022,7224.0,Drinking places,Restaurants & Bars,
403,7,2022,7225.0,Restaurants and other eating places,Restaurants & Bars,78939.0
404,7,2022,722511.0,Full service restaurants,Restaurants & Bars,
405,7,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,39599.0
406,8,2022,441.0,Motor vehicle and parts dealers,Automotive,135891.0
407,8,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,124722.0
408,8,2022,4411.0,Automobile dealers,Automotive,113755.0
409,8,2022,44111.0,New car dealers,Automotive,99049.0
410,8,2022,44112.0,Used car dealers,Automotive,14706.0
411,8,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,11169.0
412,8,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,19758.0
413,8,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,12534.0
414,8,2022,4421.0,Furniture stores,Home Goods & Electronics,6778.0
415,8,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
416,8,2022,44221.0,Floor covering stores,Home Goods & Electronics,
417,8,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
418,8,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,7224.0
419,8,2022,443141.0,Household appliance stores,Home Goods & Electronics,1831.0
420,8,2022,443142.0,Electronics stores,Home Goods & Electronics,5393.0
421,8,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,45165.0
422,8,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,39905.0
423,8,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1594.0
424,8,2022,44413.0,Hardware stores,Home Goods & Building Supplies,3536.0
425,8,2022,445.0,Food and beverage stores,Food & Beverage,80093.0
426,8,2022,4451.0,Grocery stores,Food & Beverage,71825.0
427,8,2022,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,68520.0
428,8,2022,4453.0,"Beer, wine, and liquor stores",Food & Beverage,5970.0
429,8,2022,446.0,Health and personal care stores,Health & Personal Care,33985.0
430,8,2022,44611.0,Pharmacies and drug stores,Health & Personal Care,27872.0
431,8,2022,447.0,Gasoline stations,Fuel & Gasoline,67977.0
432,8,2022,448.0,Clothing and clothing access. stores,Fashion & Accessories,26376.0
433,8,2022,4481.0,Clothing stores,Fashion & Accessories,17813.0
434,8,2022,44811.0,Men's clothing stores,Fashion & Accessories,
435,8,2022,44812.0,Women's clothing stores,Fashion & Accessories,3266.0
436,8,2022,44814.0,Family clothing stores,Fashion & Accessories,10291.0
437,8,2022,44819.0,Other clothing stores,Fashion & Accessories,1516.0
438,8,2022,4482.0,Shoe stores,Fashion & Accessories,4264.0
439,8,2022,44831.0,Jewelry stores,Fashion & Accessories,
440,8,2022,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,10185.0
441,8,2022,45111.0,Sporting goods stores,Sports & Recreation,6182.0
442,8,2022,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1984.0
443,8,2022,451211.0,Book stores,Sports & Recreation,1140.0
444,8,2022,452.0,General merchandise stores,General Merchandise,69704.0
445,8,2022,4521.0,Department stores,General Merchandise,11552.0
446,8,2022,452111.0,Department stores(excl. discount department stores),General Merchandise,2460.0
447,8,2022,452112.0,Discount dept. stores,General Merchandise,9092.0
448,8,2022,4529.0,Other general merchandise stores,General Merchandise,58152.0
449,8,2022,45291.0,Warehouse clubs and superstores,Food & Beverage,49966.0
450,8,2022,45299.0,All other gen. merchandise stores,General Merchandise,8186.0
451,8,2022,453.0,Miscellaneous store retailers,Miscellaneous,16558.0
452,8,2022,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,3159.0
453,8,2022,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1084.0
454,8,2022,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,2075.0
455,8,2022,45330.0,Used merchandise stores,Miscellaneous,2106.0
456,8,2022,454.0,Nonstore retailers,Miscellaneous,107724.0
457,8,2022,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,97508.0
458,8,2022,45431.0,Fuel dealers,Fuel & Gasoline,2900.0
459,8,2022,722.0,Food services and drinking places,Restaurants & Bars,89313.0
460,8,2022,7224.0,Drinking places,Restaurants & Bars,
461,8,2022,7225.0,Restaurants and other eating places,Restaurants & Bars,78204.0
462,8,2022,722511.0,Full service restaurants,Restaurants & Bars,
463,8,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,39006.0
464,9,2022,441.0,Motor vehicle and parts dealers,Automotive,125179.0
465,9,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,114453.0
466,9,2022,4411.0,Automobile dealers,Automotive,104852.0
467,9,2022,44111.0,New car dealers,Automotive,91670.0
468,9,2022,44112.0,Used car dealers,Automotive,13182.0
469,9,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,10726.0
470,9,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,18832.0
471,9,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,11926.0
472,9,2022,4421.0,Furniture stores,Home Goods & Electronics,6734.0
473,9,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
474,9,2022,44221.0,Floor covering stores,Home Goods & Electronics,
475,9,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
476,9,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,6906.0
477,9,2022,443141.0,Household appliance stores,Home Goods & Electronics,1660.0
478,9,2022,443142.0,Electronics stores,Home Goods & Electronics,5246.0
479,9,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,42628.0
480,9,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,37504.0
481,9,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1577.0
482,9,2022,44413.0,Hardware stores,Home Goods & Building Supplies,3370.0
483,9,2022,445.0,Food and beverage stores,Food & Beverage,78216.0
484,9,2022,4451.0,Grocery stores,Food & Beverage,70156.0
485,9,2022,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,67039.0
486,9,2022,4453.0,"Beer, wine, and liquor stores",Food & Beverage,5836.0
487,9,2022,446.0,Health and personal care stores,Health & Personal Care,33491.0
488,9,2022,44611.0,Pharmacies and drug stores,Health & Personal Care,27501.0
489,9,2022,447.0,Gasoline stations,Fuel & Gasoline,61784.0
490,9,2022,448.0,Clothing and clothing access. stores,Fashion & Accessories,23966.0
491,9,2022,4481.0,Clothing stores,Fashion & Accessories,16637.0
492,9,2022,44811.0,Men's clothing stores,Fashion & Accessories,
493,9,2022,44812.0,Women's clothing stores,Fashion & Accessories,3197.0
494,9,2022,44814.0,Family clothing stores,Fashion & Accessories,9421.0
495,9,2022,44819.0,Other clothing stores,Fashion & Accessories,1363.0
496,9,2022,4482.0,Shoe stores,Fashion & Accessories,3209.0
497,9,2022,44831.0,Jewelry stores,Fashion & Accessories,
498,9,2022,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,8998.0
499,9,2022,45111.0,Sporting goods stores,Sports & Recreation,5204.0
500,9,2022,45112.0,"Hobby, toy, and game stores",Sports & Recreation,2049.0
501,9,2022,451211.0,Book stores,Sports & Recreation,863.0
502,9,2022,452.0,General merchandise stores,General Merchandise,66464.0
503,9,2022,4521.0,Department stores,General Merchandise,10407.0
504,9,2022,452111.0,Department stores(excl. discount department stores),General Merchandise,2408.0
505,9,2022,452112.0,Discount dept. stores,General Merchandise,7999.0
506,9,2022,4529.0,Other general merchandise stores,General Merchandise,56057.0
507,9,2022,45291.0,Warehouse clubs and superstores,Food & Beverage,47859.0
508,9,2022,45299.0,All other gen. merchandise stores,General Merchandise,8198.0
509,9,2022,453.0,Miscellaneous store retailers,Miscellaneous,15904.0
510,9,2022,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2905.0
511,9,2022,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,861.0
512,9,2022,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,2044.0
513,9,2022,45330.0,Used merchandise stores,Miscellaneous,1951.0
514,9,2022,454.0,Nonstore retailers,Miscellaneous,101908.0
515,9,2022,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,92116.0
516,9,2022,45431.0,Fuel dealers,Fuel & Gasoline,3012.0
517,9,2022,722.0,Food services and drinking places,Restaurants & Bars,87314.0
518,9,2022,7224.0,Drinking places,Restaurants & Bars,
519,9,2022,7225.0,Restaurants and other eating places,Restaurants & Bars,74528.0
520,9,2022,722511.0,Full service restaurants,Restaurants & Bars,
521,9,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,36942.0
522,10,2022,441.0,Motor vehicle and parts dealers,Automotive,126610.0
523,10,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,115898.0
524,10,2022,4411.0,Automobile dealers,Automotive,106996.0
525,10,2022,44111.0,New car dealers,Automotive,94219.0
526,10,2022,44112.0,Used car dealers,Automotive,12777.0
527,10,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,10712.0
528,10,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,18892.0
529,10,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,12028.0
530,10,2022,4421.0,Furniture stores,Home Goods & Electronics,6638.0
531,10,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
532,10,2022,44221.0,Floor covering stores,Home Goods & Electronics,
533,10,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
534,10,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,6864.0
535,10,2022,443141.0,Household appliance stores,Home Goods & Electronics,1652.0
536,10,2022,443142.0,Electronics stores,Home Goods & Electronics,5212.0
537,10,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,43024.0
538,10,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,37452.0
539,10,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1523.0
540,10,2022,44413.0,Hardware stores,Home Goods & Building Supplies,3478.0
541,10,2022,445.0,Food and beverage stores,Food & Beverage,80891.0
542,10,2022,4451.0,Grocery stores,Food & Beverage,72607.0
543,10,2022,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,69432.0
544,10,2022,4453.0,"Beer, wine, and liquor stores",Food & Beverage,5969.0
545,10,2022,446.0,Health and personal care stores,Health & Personal Care,34038.0
546,10,2022,44611.0,Pharmacies and drug stores,Health & Personal Care,28294.0
547,10,2022,447.0,Gasoline stations,Fuel & Gasoline,64674.0
548,10,2022,448.0,Clothing and clothing access. stores,Fashion & Accessories,25120.0
549,10,2022,4481.0,Clothing stores,Fashion & Accessories,17886.0
550,10,2022,44811.0,Men's clothing stores,Fashion & Accessories,
551,10,2022,44812.0,Women's clothing stores,Fashion & Accessories,3260.0
552,10,2022,44814.0,Family clothing stores,Fashion & Accessories,10394.0
553,10,2022,44819.0,Other clothing stores,Fashion & Accessories,1372.0
554,10,2022,4482.0,Shoe stores,Fashion & Accessories,3179.0
555,10,2022,44831.0,Jewelry stores,Fashion & Accessories,
556,10,2022,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,8849.0
557,10,2022,45111.0,Sporting goods stores,Sports & Recreation,5209.0
558,10,2022,45112.0,"Hobby, toy, and game stores",Sports & Recreation,2137.0
559,10,2022,451211.0,Book stores,Sports & Recreation,636.0
560,10,2022,452.0,General merchandise stores,General Merchandise,70683.0
561,10,2022,4521.0,Department stores,General Merchandise,10903.0
562,10,2022,452111.0,Department stores(excl. discount department stores),General Merchandise,2549.0
563,10,2022,452112.0,Discount dept. stores,General Merchandise,8354.0
564,10,2022,4529.0,Other general merchandise stores,General Merchandise,59780.0
565,10,2022,45291.0,Warehouse clubs and superstores,Food & Beverage,51314.0
566,10,2022,45299.0,All other gen. merchandise stores,General Merchandise,8466.0
567,10,2022,453.0,Miscellaneous store retailers,Miscellaneous,16279.0
568,10,2022,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,3503.0
569,10,2022,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,785.0
570,10,2022,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,2718.0
571,10,2022,45330.0,Used merchandise stores,Miscellaneous,2035.0
572,10,2022,454.0,Nonstore retailers,Miscellaneous,108289.0
573,10,2022,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,97131.0
574,10,2022,45431.0,Fuel dealers,Fuel & Gasoline,4074.0
575,10,2022,722.0,Food services and drinking places,Restaurants & Bars,90778.0
576,10,2022,7224.0,Drinking places,Restaurants & Bars,
577,10,2022,7225.0,Restaurants and other eating places,Restaurants & Bars,77253.0
578,10,2022,722511.0,Full service restaurants,Restaurants & Bars,
579,10,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,38267.0
580,11,2022,441.0,Motor vehicle and parts dealers,Automotive,117402.0
581,11,2022,"4411,4412",Automobile and other motor vehicle dealers,Automotive,107017.0
582,11,2022,4411.0,Automobile dealers,Automotive,100197.0
583,11,2022,44111.0,New car dealers,Automotive,88587.0
584,11,2022,44112.0,Used car dealers,Automotive,11610.0
585,11,2022,4413.0,"Automotive parts, acc., and tire stores",Automotive,10385.0
586,11,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,20577.0
587,11,2022,442.0,Furniture and home furnishings stores,Home Goods & Electronics,12631.0
588,11,2022,4421.0,Furniture stores,Home Goods & Electronics,6821.0
589,11,2022,4422.0,Home furnishings stores,Home Goods & Electronics,
590,11,2022,44221.0,Floor covering stores,Home Goods & Electronics,
591,11,2022,442299.0,All other home furnishings stores,Home Goods & Electronics,
592,11,2022,443.0,Electronics and appliance stores,Home Goods & Electronics,7946.0
593,11,2022,443141.0,Household appliance stores,Home Goods & Electronics,1760.0
594,11,2022,443142.0,Electronics stores,Home Goods & Electronics,6186.0
595,11,2022,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,40441.0
596,11,2022,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,35367.0
597,11,2022,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,1302.0
598,11,2022,44413.0,Hardware stores,Home Goods & Building Supplies,3396.0
